"Povolani";"Pocet_zamestnancu_v_tis";"Kc_mes_median";"Kc_mes_1_decil";"Kc_mes_1_kvartil";"Kc_mes_3_kvartil";"Kc_mes_9_decil";"Kc_mes_prumer";"odmeny_%";"priplatky_%";"nahrady_%";"hod_mes";"CZ_ISCO";"Kategorie_zamestnani_CZ_ISCO";"Dataset"
"383";"Konzervatori,restauratori,preparatori A Pribuzni Prac. V Galeriich,muzeich,knihovnach";0.6695;21360.7017;16671.7012;18659.464;24999.3537;29166.7543;22361.1904;4.19;10.81;5.27;175.2743;"3433";"3433 Konzervatori,restauratori,preparatori a pribuzni prac. v galeriich,muzeich,knihovnach";"Verejna_sfera"
"384";"Sefkuchari A Sefcukrari";0.6615;18937.3585;15052.5286;16815.6623;23741.0865;27793.114;20641.7249;4.49;16.43;4.17;175.299;"3434";"3434 sefkuchari a sefcukrari";"Verejna_sfera"
"140";"Pracovnici V Oblasti Osobnich Sluzeb Jinde Neuvedeni";0.6488;15214.5456;10996.7648;12472;17828.8605;20423.5606;16041.0249;7.79;2.6;6.07;191.2138;"5169";"5169 Pracovnici v oblasti osobnich sluzeb jinde neuvedeni";"Soukroma_sfera"
"163";"Kovari";0.623;28662.6192;20128.8961;23483.5529;34827.5841;41769.2215;29791.1811;21.16;15.84;7.35;168.9462;"7221";"7221 Kovari";"Soukroma_sfera"
"271";"Stavebni Inzenyri";0.6207;32248.1255;24876.0958;28643.0321;36503.4657;43460.1276;33451.9842;9.72;19.7;5.99;173.476;"2142";"2142 Stavebni inzenyri";"Verejna_sfera"
"357";"Asistenti Ochrany Verejneho Zdravi";0.6153;26700.7181;21662.8573;24716.2634;28441.2201;29974.1717;26239.708;4.16;13.83;6.57;173.1686;"3257";"3257 Asistenti ochrany verejneho zdravi";"Verejna_sfera"
"277";"Specialiste V Oblasti Uzemniho A Dopravniho Planovani";0.5953;31661.1401;23931.9139;27171.5148;37596.159;44567.7214;33375.1807;9.63;19.45;6.15;173.6559;"2164";"2164 Specialiste v oblasti uzemniho a dopravniho planovani";"Verejna_sfera"
"247";"Ridici Pracovnici V Zemedelstvi, Lesnictvi, Myslivosti A V Oblasti Zivotniho Prostredi";0.595;45926.8639;33507.445;38456.5375;57065.4598;74899.0454;50050.9938;12.2;27.17;6.46;173.5341;"1311";"1311 ridici pracovnici v zemedelstvi, lesnictvi, myslivosti a v oblasti zivotniho prostredi ";"Verejna_sfera"
"332";"Herci";0.587;24920.115;19831.2229;21946.8898;27978.604;32157.2168;25984.7256;5.32;11.5;0.29;173.3902;"2655";"2655 Herci";"Verejna_sfera"
"451";"Stavebni A Provozni Elektrikari";0.5869;22773.8645;17897.917;19838.6666;26699.5666;30196.7885;23452.0084;3.38;21.27;5.91;178.2301;"7411";"7411 Stavebni a provozni elektrikari";"Verejna_sfera"
"30";"Dulni, Hutni, Slevarensti Inzenyri";0.5816;41608.5821;27077.1235;34271.9168;52281.0559;71459.1982;45718.1128;16.78;4.21;6.38;165.758;"2146";"2146 Dulni, hutni, slevarensti inzenyri ";"Soukroma_sfera"
"283";"Veterinarni Lekari";0.5743;33923.0629;25950.0697;30011.3738;38304.6588;44246.5581;34861.765;6.42;9.64;7.02;174.0906;"2250";"2250 Veterinarni lekari ";"Verejna_sfera"
"350";"Farmaceuticti Asistenti";0.5691;27954.821;22385.4804;24760.4652;31541.2092;36041.3906;28787.1342;5.38;14.61;6.42;175.5378;"3213";"3213 Farmaceuticti asistenti";"Verejna_sfera"
"183";"Modelari Odevu, Strihaci A Pribuzni Pracovnici";0.5582;21797.2901;13467.1666;16985.8347;28660.8896;32970.7732;23059.495;31.29;7.73;7.66;174.5145;"7532";"7532 Modelari odevu, strihaci a pribuzni pracovnici";"Soukroma_sfera"
"304";"Specialiste V Oblasti Organizace A Rizeni Prace";0.5576;33573.9192;24410.6565;27830.069;40022.1472;49128.1932;35445.2936;9.27;23.2;6.87;172.3593;"2421";"2421 Specialiste v oblasti organizace a rizeni prace";"Verejna_sfera"
"407";"Urednici Ve Skladech";0.5539;20110.9613;15615.1666;17747.9266;23140.1878;26369.3041;20723.9392;4.96;14.64;6.83;174.3327;"4321";"4321 urednici ve skladech";"Verejna_sfera"
"467";"Ridici A Obsluha Zemedelskych A Lesnickych Stroju";0.5503;20657.7102;16243.3755;18317.3771;23687.6498;26676.8071;21083.7452;5.97;17.18;5.8;178.627;"8341";"8341 ridici a obsluha zemedelskych a lesnickych stroju";"Verejna_sfera"
"266";"Specialiste V Oblasti Matematiky, Statistiky A Pojistne Matematiky";0.5467;35252.4833;27136.4465;30702.8243;40496.1666;45912.693;36304.3344;9.04;16.94;6.9;173.6976;"2120";"2120 Specialiste v oblasti matematiky, statistiky a pojistne matematiky";"Verejna_sfera"
"131";"Pracovnici Evidence Dat A Archivu";0.5385;23483.7021;16300.6119;20217.5343;30192.7112;37525.7217;25921.4098;13.95;1.99;6.81;168.682;"4415";"4415 Pracovnici evidence dat a archivu";"Soukroma_sfera"
"285";"Farmaceuti";0.5355;42992.4592;30898.4979;36448.1578;50769.846;60811.8979;45075.3204;7.77;23.71;6.74;178.2997;"2262";"2262 Farmaceuti";"Verejna_sfera"
"23";"Specialiste V Oblasti Matematiky, Statistiky A Pojistne Matematiky";0.526;44241.409;26884.286;32967.8074;60670.7741;80077.1994;50553.642;16.11;0.81;5.62;172.1859;"2120";"2120 Specialiste v oblasti matematiky, statistiky a pojistne matematiky";"Soukroma_sfera"
"401";"Pracovnici V Informacnich Kancelarich";0.5165;22149.6335;17277.0891;19619.9275;25723.1745;28624.1983;22748.879;5.83;15.97;5.91;173.7792;"4225";"4225 Pracovnici v informacnich kancelarich";"Verejna_sfera"
"91";"Nutricni Asistenti,ergoterapeuti Bez Specializace,ost.odborni Zdravotnicti Pracovnici";0.5017;26881.4;19463.0893;22279.2773;36334.9623;47698.8201;30623.6344;14.46;1.71;6.42;173.0729;"3259";"3259 Nutricni asistenti,ergoterapeuti bez specializace,ost.odborni zdravotnicti pracovnici";"Soukroma_sfera"
"452";"Elektromechanici";0.5006;21930.1397;17670.0497;19633.3659;24865.6363;27718.0901;22602.5057;3.19;17.32;5.94;176.3626;"7412";"7412 Elektromechanici";"Verejna_sfera"
"472";"Pracovnici Pro Rucni Prani A Zehleni";0.4987;14194.9062;12075.8333;12995.7042;15505.8193;17500.5179;14528.4565;5.11;12.2;5.69;173.6535;"9121";"9121 Pracovnici pro rucni prani a zehleni ";"Verejna_sfera"
"470";"Obsluha Vysokozdviznych A Jinych Voziku A Skladnici";0.4807;19046.6666;15145.3021;17073.3333;20850.3389;22146.0116;19068.7329;2.48;15.04;6.28;175.6669;"8344";"8344 Obsluha vysokozdviznych a jinych voziku a skladnici";"Verejna_sfera"
"105";"Odborni Administrativni Pracovnici V Oblasti Zdravotnictvi";0.4795;20370.7313;14268.5739;17038.5862;25033.4662;34843.293;22516.9003;6.66;3.73;6.37;172.7564;"3344";"3344 Odborni administrativni pracovnici v oblasti zdravotnictvi";"Soukroma_sfera"
"438";"Zednici, Kamnari, Dlazdici A Monteri Suchych Staveb";0.4792;20108.4701;15841.1666;17980;22386.8807;25329.3333;20330.9227;4.57;14.93;6.29;175.4044;"7112";"7112 Zednici, kamnari, dlazdici a monteri suchych staveb";"Verejna_sfera"
"100";"Odborni Pracovnici Pracovnich Agentur";0.4721;15538.3847;14137.128;15098.7716;17376.0098;22829.8521;18128.7239;13.74;0.46;7.89;171.2371;"3333";"3333 Odborni pracovnici pracovnich agentur";"Soukroma_sfera"
"290";"Specialiste V Oblasti Zdravotnictvi Jinde Neuvedeni";0.471;27255.2887;20326.5257;23422.9549;31976.9663;43475.1008;30525.7613;3.65;19.04;6.05;175.0391;"2269";"2269 Specialiste v oblasti zdravotnictvi jinde neuvedeni";"Verejna_sfera"
"385";"Ostatni Odborni Pracovnici V Oblasti Umeni A Kultury";0.4656;20787.6635;14985.5;16342.7014;24646.1269;31929.4219;22550.1724;6.32;16.35;3.46;173.6516;"3435";"3435 Ostatni odborni pracovnici v oblasti umeni a kultury";"Verejna_sfera"
"18";"Ridici Pracovnici V Oblasti Ubytovacich Sluzeb";0.4652;33416.745;20122.204;27165.4766;47838.6218;64870.2545;40292.8841;14.82;1.62;7.94;173.0348;"1411";"1411 ridici pracovnici v oblasti ubytovacich sluzeb";"Soukroma_sfera"
"389";"Technici V Oblasti Vysilani A Audiovizualnich Zaznamu";0.4645;22443.5185;17897.7444;20127.9995;26011.1611;29113.3412;23371.9771;5.29;17.3;2.09;176.676;"3521";"3521 Technici v oblasti vysilani a audiovizualnich zaznamu";"Verejna_sfera"
"441";"Instalateri, Potrubari, Stavebni Zamecnici A Stavebni Klempiri";0.4503;21579.5853;17817.3333;19813.1474;23742.7873;27115.3329;22255.8832;4.03;17.6;5.78;177.0781;"7126";"7126 Instalateri, potrubari, stavebni zamecnici a stavebni klempiri";"Verejna_sfera"
"180";"Zpracovatele Ovoce, Zeleniny A Pribuznych Produktu";0.4478;16834.259;14589.2254;15718.8453;18571.1054;20769.1134;17241.6531;13.9;2.78;13.91;167.7975;"7514";"7514 Zpracovatele ovoce, zeleniny a pribuznych produktu";"Soukroma_sfera"
"342";"Mistri A Pribuzni Pracovnici Ve Vyrobe (krome Hutni Vyroby A Slevarenstvi)";0.435;28145.8241;22908.4417;25379.1285;31731.4719;35918.294;28829.6315;6.09;21.7;5.57;175.844;"3122";"3122 Mistri a pribuzni pracovnici ve vyrobe (krome hutni vyroby a slevarenstvi)";"Verejna_sfera"
"345";"Technici V Oblasti Zemedelstvi, Rybarstvi A Vodohospodarstvi";0.4317;25098.0724;19583.2001;22319.2589;28046.3357;30916.3003;25513.8217;5.72;9.46;5.81;174.7441;"3142";"3142 Technici v oblasti zemedelstvi, rybarstvi a vodohospodarstvi";"Verejna_sfera"
"414";"Pruvodci, Delegati V Cestovnim Ruchu";0.4199;16484.9617;12882.2531;14677.6848;18967.3323;21984.0654;17175.9002;3;12.21;5.95;174.0112;"5113";"5113 Pruvodci, delegati v cestovnim ruchu";"Verejna_sfera"
"406";"Mzdovi Ucetni";0.4185;27161.6931;20106.2268;23749.1917;30505.4876;35576.1725;27640.4856;7.59;15.5;6.75;173.702;"4313";"4313 Mzdovi ucetni";"Verejna_sfera"
"370";"Odborni Administrativni Pracovnici V Oblasti Zdravotnictvi";0.4152;21763.0765;17342.5;19645.8088;25151.458;30995.7394;23413.6363;5.65;17.95;5.66;174.7641;"3344";"3344 Odborni administrativni pracovnici v oblasti zdravotnictvi";"Verejna_sfera"
"363";"Nakupci";0.4118;23604.2134;18624.7753;20914.1131;26909.7971;30559.8747;24497.1872;5.1;16.05;6.55;173.8255;"3323";"3323 Nakupci";"Verejna_sfera"
"288";"Specialiste V Oblasti Dietetiky A Vyzivy";0.4116;26022.9313;19731.7461;22756.6507;29435.8992;33111.2082;26516.1932;3.18;13.14;6.36;174.2276;"2265";"2265 Specialiste v oblasti dietetiky a vyzivy";"Verejna_sfera"
"272";"Inzenyri V Ostatnich Oborech (textilni, Kozedelny, Polygraficky, Drevarsky Apod.)";0.41;31967.7612;24215.3489;28024.1888;37023.2873;45068.9637;33945.3867;6.9;22.97;6.09;174.6787;"2149";"2149 Inzenyri v ostatnich oborech (textilni, kozedelny, polygraficky, drevarsky apod.)";"Verejna_sfera"
"463";"Obsluha Stacionarnich Stroju A Zarizeni Jinde Neuvedena";0.4098;21314.0554;16564.2389;19132.2769;25557.6308;29242.1539;22347.7454;4.21;21.54;6.63;176.3902;"8189";"8189 Obsluha stacionarnich stroju a zarizeni jinde neuvedena";"Verejna_sfera"
"296";"Specialiste Zamereni Na Metody Vyuky";0.4031;34053.3594;26284.8413;30736.0764;36367.6842;43762.5453;34451.2707;2.88;16.87;4.17;174.0159;"2351";"2351 Specialiste zamereni na metody vyuky";"Verejna_sfera"
"199";"Obsluha Stroju Na Vyrobu Obuvi A Pribuznych Vyrobku";0.3995;15750.5;13004.1152;14281.5;17563.5075;19938.6441;16197.8366;11.18;3.32;5.84;171.9563;"8156";"8156 Obsluha stroju na vyrobu obuvi a pribuznych vyrobku";"Soukroma_sfera"
"416";"Cisnici A Servirky";0.3954;18278.0614;14114.7974;15731.4924;21219.7162;28514.1436;19615.719;5.89;19.42;6.17;177.628;"5131";"5131 cisnici a servirky";"Verejna_sfera"
"344";"Technici A Laboranti V Biologickych A Pribuznych Oborech (krome Zdravotnickych)";0.3949;25254.4819;19200;21755.5218;29595.4981;33732.7081;26205.0333;5.24;14.28;6.33;174.3866;"3141";"3141 Technici a laboranti v biologickych a pribuznych oborech (krome zdravotnickych)";"Verejna_sfera"
"359";"Nutricni Asistenti,ergoterapeuti Bez Specializace,ost.odborni Zdravotnicti Pracovnici";0.3899;26721.401;19605.4551;21710.9348;33399.5495;41002.7881;28424.0901;2.79;16.22;6.85;173.7821;"3259";"3259 Nutricni asistenti,ergoterapeuti bez specializace,ost.odborni zdravotnicti pracovnici";"Verejna_sfera"
"323";"Filozofove, Historici A Politologove";0.3883;23276.3008;17916.6894;20285.6514;27796.063;33507.3761;25196.8257;1.47;10.35;6.08;173.32;"2633";"2633 Filozofove, historici a politologove";"Verejna_sfera"
"254";"Ridici Pracovnici V Oblasti Pece O Seniory";0.3775;34689.0659;25903.2815;29474.3956;42017.8784;53835.2096;37082.8301;9.4;26.34;7.35;174.5357;"1343";"1343 ridici pracovnici v oblasti pece o seniory";"Verejna_sfera"
"251";"Ridici Pracovnici V Oblasti Informacnich A Komunikacnich Technologii";0.3707;50310.6316;31500.3234;39579.0255;62998.9183;79086.3146;52823.4848;13.15;30.22;6.45;174.8392;"1330";"1330 ridici pracovnici v oblasti informacnich a komunikacnich technologii";"Verejna_sfera"
"231";"Kuryri, Dorucovatele Baliku A Nosici Zavazadel";0.3699;14587.6666;11252.1461;11309.0666;17825.7828;21190.9566;15267.9686;9.68;3.66;5.93;171.2898;"9621";"9621 Kuryri, dorucovatele baliku a nosici zavazadel";"Soukroma_sfera"
"380";"Sportovni Treneri, Instruktori A Urednici Sportovnich Klubu";0.3672;27921.4453;20980.1304;24436.1872;33184.8489;40203.0887;29418.5939;2.66;15;4.73;174.0811;"3422";"3422 Sportovni treneri, instruktori a urednici sportovnich klubu";"Verejna_sfera"
"260";"Ridici Pracovnici V Oblasti Kultury, Vydavatelstvi, Sportu A Zabavy";0.3667;34386.1831;24044.3826;28586.2266;45579.3196;54869.4195;38182.8679;9.61;28;5.17;174.2085;"1431";"1431 ridici pracovnici v oblasti kultury, vydavatelstvi, sportu a zabavy";"Verejna_sfera"
"282";"Porodni Asistentky Se Specializaci";0.3647;34157.1845;26580.1355;29949.385;37582.9549;40989.0067;34110.5919;2.66;20.03;5.67;171.8896;"2222";"2222 Porodni asistentky se specializaci ";"Verejna_sfera"
"308";"Specialiste V Oblasti Reklamy A Marketingu, Pruzkumu Trhu";0.3629;30619.0927;21304.7969;26058.8819;36010.5287;42743.2102;32452.8571;10.33;27.02;8.69;173.9046;"2431";"2431 Specialiste v oblasti reklamy a marketingu, pruzkumu trhu";"Verejna_sfera"
"56";"Specialiste V Oblasti Bezpecnosti Dat A Pribuzni Pracovnici";0.3627;59774.6669;36988.3199;45265.8835;79388.5803;110228.8791;67814.7863;14.17;3.05;5.4;171.8968;"2529";"2529 Specialiste v oblasti bezpecnosti dat a pribuzni pracovnici";"Soukroma_sfera"
"321";"Specialiste V Oblasti Ekonomie";0.357;32349.2903;22928.8787;27320.8122;39540.8342;46512.3635;34552.6496;7.64;22.56;7.31;174.4257;"2631";"2631 Specialiste v oblasti ekonomie";"Verejna_sfera"
"346";"Technici V Oblasti Lesnictvi A Myslivosti";0.3397;24924.5896;19447.3333;22258.892;28506.3406;32291.537;25807.4231;7.35;13.5;5.07;173.3047;"3143";"3143 Technici v oblasti lesnictvi a myslivosti";"Verejna_sfera"
"82";"Ridici Letoveho Provozu";0.3367;181680.8209;39526.0797;86274.8246;230267.8882;269852.4271;162330.5268;17.22;18.27;15.79;154.0257;"3154";"3154 ridici letoveho provozu";"Soukroma_sfera"
"322";"Sociologove, Antropologove A Specialiste V Pribuznych Oborech";0.3364;24345.7752;19349.5;21846.5082;28066.061;34328.5564;25958.0876;4.28;11.45;5.73;173.3851;"2632";"2632 Sociologove, antropologove a specialiste v pribuznych oborech";"Verejna_sfera"
"458";"Krejci, Kozesnici A Kloboucnici";0.3352;18484.5567;14732;16620.9951;20478.9638;22278.8946;18715.5759;3.23;7.97;1.62;174.2114;"7531";"7531 Krejci, kozesnici a kloboucnici";"Verejna_sfera"
"459";"Svadleny, Sicky, Vysivaci A Pracovnici V Pribuznych Oborech";0.3326;15732.6666;13416.8333;14483.6666;18005.4369;19835.9285;16347.0381;4.05;12.28;5.43;176.231;"7533";"7533 svadleny, sicky, vysivaci a pracovnici v pribuznych oborech";"Verejna_sfera"
"354";"Veterinarni Technici A Asistenti";0.329;23817.5821;20330.5361;21981.0473;25268.0103;27483.6239;23883.1197;4.41;5.47;7.2;173.8047;"3240";"3240 Veterinarni technici a asistenti";"Verejna_sfera"
"233";"Pracovnici Provadejici Odecet Meridel A Vyberci Penez Z Prodejnich Automatu";0.3264;22954.5898;18024.6429;19342.4547;24283.4605;25921.1823;22683.2742;19.24;4.46;5.75;163.6774;"9623";"9623 Pracovnici provadejici odecet meridel a vyberci penez z prodejnich automatu ";"Soukroma_sfera"
"77";"Operatori Velinu Na Vyrobu A Rozvod Elektricke Energie A Tepla";0.3259;36782.755;24632.8627;26185.4988;47048.6385;61581.1113;40067.9206;18.32;11.08;7.33;166.588;"3131";"3131 Operatori velinu na vyrobu a rozvod elektricke energie a tepla";"Soukroma_sfera"
"10";"Ridici Pracovnici V Tezbe A Geologii";0.3238;61186.6903;40277.4825;48217.6005;97067.1219;136951.0407;87680.0802;29.15;2.41;8.32;165.6569;"1322";"1322 ridici pracovnici v tezbe a geologii";"Soukroma_sfera"
"250";"Ridici Pracovnici V Doprave, Logistice A Pribuznych Oborech";0.3201;41344.0952;25877.3219;31687.2351;51010.6049;74509.0274;44692.4623;13.36;29.77;6.34;174.1341;"1324";"1324 ridici pracovnici v doprave, logistice a pribuznych oborech";"Verejna_sfera"
"261";"Ridici Pracovnici Cestovnich Kancelari,nemovitosti,opravarenskych,osobnich Aj. Sluzeb";0.3164;42341.7167;28286.01;35359.7215;50432.8104;64232.067;44525.772;12.24;24.42;6.5;173.8438;"1439";"1439 ridici pracovnici cestovnich kancelari,nemovitosti,opravarenskych,osobnich aj. sluzeb";"Verejna_sfera"
"274";"Inzenyri V Oblasti Elektronickych Komunikaci (vcetne Radiokomunikaci)";0.3157;32128.9659;24380.0739;27704.2914;36655.1381;42144.2541;33009.6472;9.14;12.82;7.13;173.1229;"2153";"2153 Inzenyri v oblasti elektronickych komunikaci (vcetne radiokomunikaci)";"Verejna_sfera"
"424";"Pracovnici V Oblasti Osobnich Sluzeb Jinde Neuvedeni";0.3101;14274.815;11239.7589;11777.3505;17229.5;19861.4455;14971.8598;2.52;10.37;7.13;173.995;"5169";"5169 Pracovnici v oblasti osobnich sluzeb jinde neuvedeni";"Verejna_sfera"
"264";"Chemici (krome Chemickeho Inzenyrstvi)";0.309;31586.1965;19587.0776;23465.1816;38624.6949;46308.5241;32756.1055;5.56;16.7;6.45;176.9047;"2113";"2113 Chemici (krome chemickeho inzenyrstvi)";"Verejna_sfera"
"336";"Elektrotechnici A Technici Energetici";0.2968;27013.5482;21104.5323;24033.8479;30892.7174;35743.3621;27897.3803;5.44;18.88;5.98;174.93;"3113";"3113 Elektrotechnici a technici energetici";"Verejna_sfera"
"334";"Technici V Chemickych A Fyzikalnich Vedach (krome Chemickeho Inzenyrstvi)";0.2956;23687.7403;19789.8389;21800.5;26689.8338;30157.2238;24712.8549;1.23;17.67;6.12;172.313;"3111";"3111 Technici v chemickych a fyzikalnich vedach (krome chemickeho inzenyrstvi)";"Verejna_sfera"
"311";"Programatori Pocitacovych Aplikaci Specialiste";0.2907;32542.1291;23124.7813;27601.0701;37692.2055;44141.0781;33322.3041;6.73;21.63;6.18;174.8577;"2514";"2514 Programatori pocitacovych aplikaci specialiste";"Verejna_sfera"
"278";"Kartografove A Zememerici";0.2868;24953.8583;20767.7779;22418.7538;29509.869;34852.8396;26763.2729;7.16;8.23;5.13;173.3635;"2165";"2165 Kartografove a zememerici";"Verejna_sfera"
"339";"Technici V Chemickem Inzenyrstvi A Prib.oborech (gumar.,plastik.,potrav.,vodar.apod.)";0.2842;27257.0506;20575;22684.8431;30630.5822;33338.8068;26888.1327;5.68;10.58;6.7;175.9415;"3116";"3116 Technici v chemickem inzenyrstvi a prib.oborech (gumar.,plastik.,potrav.,vodar.apod.)";"Verejna_sfera"
"425";"Prodavaci V Prodejnach";0.2826;16678.7597;13413.6701;14752.3646;18645.1666;21167.1699;17108.2364;4.7;12.82;5.61;174.37;"5223";"5223 Prodavaci v prodejnach";"Verejna_sfera"
"312";"Navrhari A Spravci Databazi";0.2824;33839.2515;25087.8898;28914.0443;39572.5525;44654.5328;34532.9479;5.95;18.91;5.8;174.9465;"2521";"2521 Navrhari a spravci databazi";"Verejna_sfera"
"320";"Specialiste V Knihovnach A V Pribuznych Oblastech";0.2818;24524.4162;19459.8742;21404.2099;28751.4515;37910.1443;26685.2337;4.87;13.69;5.67;174.4047;"2622";"2622 Specialiste v knihovnach a v pribuznych oblastech";"Verejna_sfera"
"410";"Pracovnici Postovniho Provozu (krome Uredniku Na Prepazkach)";0.2816;20175.9607;15530;17373.8988;23248.9367;28114.7554;20924.6125;8.14;11.82;6.25;173.6756;"4412";"4412 Pracovnici postovniho provozu (krome uredniku na prepazkach)";"Verejna_sfera"
"95";"Odborni Pracovnici V Oblasti Matematiky, Statistiky A Pojistne Matematiky";0.2798;36807.8163;19897.7749;28337.7237;44706.4261;60772.6991;39621.665;16.43;1.8;6.2;168.985;"3314";"3314 Odborni pracovnici v oblasti matematiky, statistiky a pojistne matematiky";"Soukroma_sfera"
"387";"Technici Uzivatelske Podpory Informacnich A Komunikacnich Technologii";0.2792;28792.8873;20570.8333;24713.6692;35908.0361;41692.6456;30339.6283;5.64;17.38;6.71;174.3662;"3512";"3512 Technici uzivatelske podpory informacnich a komunikacnich technologii";"Verejna_sfera"
"326";"Redaktori, Novinari A Pribuzni Pracovnici";0.2782;28332.1926;21293.4994;24215.1843;32470.6495;37290.008;29093.9191;4.71;17.26;5.95;174.5139;"2642";"2642 Redaktori, novinari a pribuzni pracovnici";"Verejna_sfera"
"330";"Tanecnici A Choreografove";0.2733;26575.5636;19384.7196;21671.6365;36183.6863;43313.6174;29577.6022;7.08;17.62;1.83;173.12;"2653";"2653 Tanecnici a choreografove";"Verejna_sfera"
"402";"Recepcni (krome Recepcnich V Hotelich A Dalsich Ubytovacich Zarizenich)";0.2696;17375.6036;13898.8746;15353;19752.3175;22237.4932;17840.2104;3.05;18.07;6.09;169.9486;"4226";"4226 Recepcni (krome recepcnich v hotelich a dalsich ubytovacich zarizenich)";"Verejna_sfera"
"422";"Pracovnici V Pohrebnictvi";0.2635;20126.7034;14755.2417;16849.1666;23187.741;27471.0825;20876.7562;6.93;17.44;7.33;177.6359;"5163";"5163 Pracovnici v pohrebnictvi ";"Verejna_sfera"
"265";"Geologove, Geofyzici A Pribuzni Pracovnici";0.2607;31250.9523;22139;26043.8761;39349.7856;48750.2116;33963.214;5.46;16.21;6.2;181.9498;"2114";"2114 Geologove, geofyzici a pribuzni pracovnici";"Verejna_sfera"
"399";"Operatori Telefonnich Panelu";0.2594;16396.2511;12589.5;14082.4641;19044.6584;22465.8503;17022.1305;3.88;17.09;5.96;170.8989;"4223";"4223 Operatori telefonnich panelu";"Verejna_sfera"
"403";"Pracovnici Informacnich Sluzeb Jinde Neuvedeni";0.2543;23367.1667;17227.0093;19999.7631;28887.4021;32669.1913;24513.5407;8.33;14.94;6.35;173.9643;"4229";"4229 Pracovnici informacnich sluzeb jinde neuvedeni";"Verejna_sfera"
"307";"Specialiste V Oblasti Vzdelavani A Rozvoje Lidskych Zdroju";0.2438;30287.6062;22574.0555;25678.809;38294.74;49236.4042;33521.2494;9.44;18.37;6.46;175.4903;"2424";"2424 Specialiste v oblasti vzdelavani a rozvoje lidskych zdroju";"Verejna_sfera"
"394";"Pracovnici Pro Zadavani Dat";0.2393;21633.0195;16545.8333;18728.9173;24773.83;31128.899;22645.5678;5.93;14.53;6.05;173.9032;"4132";"4132 Pracovnici pro zadavani dat";"Verejna_sfera"
"78";"Operatori Velinu Montaznich Linek, Vyroby Papiru, Celulozy A Jinych Velinu";0.2391;29579.3228;22185.2919;24317.7794;36221.5312;41782.8195;31630.8;12.8;12.54;7.42;171.4886;"3139";"3139 Operatori velinu montaznich linek, vyroby papiru, celulozy a jinych velinu";"Soukroma_sfera"
"437";"Kvalifikovani Pracovnici V Lesnictvi A Pribuznych Oblastech";0.2382;20501.6512;14447.2863;17315.1666;24189.1949;29491.6965;21147.5825;8.26;12.57;5.94;174.2193;"6210";"6210 Kvalifikovani pracovnici v lesnictvi a pribuznych oblastech";"Verejna_sfera"
"39";"Specialiste V Oblasti Dietetiky A Vyzivy";0.2303;23294.1422;17658.1837;19587.2281;26913.9927;30684.027;24117.9992;10;5.92;6.49;174.7303;"2265";"2265 Specialiste v oblasti dietetiky a vyzivy";"Soukroma_sfera"
"227";"Pracovnici Pro Pripravu Rychleho Obcerstveni";0.2296;14753.6982;10202.5108;12659.1666;18147.915;20002.5062;15332.0069;12.84;2.11;4.85;172.1042;"9411";"9411 Pracovnici pro pripravu rychleho obcerstveni ";"Soukroma_sfera"
"331";"Reziseri, Dramaturgove, Produkcni A Pribuzni Specialiste";0.2279;27222.5349;19295.0219;22688.9605;35117.5336;42936.5576;30363.161;7.66;20.94;2.95;174.2735;"2654";"2654 Reziseri, dramaturgove, produkcni a pribuzni specialiste";"Verejna_sfera"
"364";"Odbytovi A Prepravni Agenti, Celni Deklaranti";0.2207;25290.7925;20144.965;22622.3267;27458.9714;31329.5846;25939.0972;3.76;17.09;6.61;177.6467;"3331";"3331 Odbytovi a prepravni agenti, celni deklaranti";"Verejna_sfera"
"314";"Specialiste V Oblasti Pocitacovych Siti (krome Spravcu)";0.2181;33872.0821;22754.4089;27587.7365;40793.4685;46634.2865;34442.5014;7.39;23.51;5.68;173.955;"2523";"2523 Specialiste v oblasti pocitacovych siti (krome spravcu)";"Verejna_sfera"
"303";"Financni Analytici A Specialiste V Peneznictvi A Pojistovnictvi";0.2048;36272.6722;27001.6054;31353.7483;42598.8834;49929.4855;37994.1866;7.14;21.64;7.32;174.7546;"2413";"2413 Financni analytici a specialiste v peneznictvi a pojistovnictvi";"Verejna_sfera"
"476";"Figuranti, Delnici Vykopovych Praci A Delnici V Oblasti Vystavby Inzenyrskych Del";0.2047;18293.8436;11222.6926;13774.0708;21210.4761;24254.0923;18149.5007;4.61;19.23;5.57;175.752;"9312";"9312 Figuranti, delnici vykopovych praci a delnici v oblasti vystavby inzenyrskych del";"Verejna_sfera"
"246";"Ridici Pracovnici V Oblasti Vyzkumu A Vyvoje";0.2004;49712.6785;31237.1926;39831.905;64195.987;80872.2756;54759.6359;14.22;30.18;5.98;174.5165;"1223";"1223 ridici pracovnici v oblasti vyzkumu a vyvoje";"Verejna_sfera"
"343";"Mistri A Pribuzni Pracovnici Ve Stavebnictvi";0.2001;32492.5315;26236.2546;28733.6718;37532.3098;42058.0286;33283.1125;10.29;27.92;4.64;175.3999;"3123";"3123 Mistri a pribuzni pracovnici ve stavebnictvi";"Verejna_sfera"
"419";"Kosmetici A Pracovnici V Pribuznych Oborech";0.1997;18198.0118;14446.4474;16466.8693;20630.252;23243.7791;18877.6024;2.8;12.59;4.19;177.161;"5142";"5142 Kosmetici a pracovnici v pribuznych oborech";"Verejna_sfera"
